DAUID,revenu_median,Nombre_ménages_faible_revenu,Pourcentage_population_active_15_64_ans,nombre_pop_total
"24662902",66000,0,67,627
"24662889",83000,0,71,607
"24662888",68500,5,66,695
"24662934",66000,5,65,508
"24662894",71000,10,66,528
"24662895",71000,10,70,640
"24662947",54800,15,61,850
"24662939",103000,0,72,1888
"24662946",93000,0,71,961
"24662938",83000,5,65,431
"24662937",95000,0,70,611
"24662940",79000,0,71,709
"24662936",98000,5,69,2215
"24662876",,,65,247
"24662830",44800,45,54,541
"24662875",72500,5,62,411
"24662878",77000,5,61,418
"24662879",54400,5,50,300
"24662881",79000,10,54,448
"24662883",73000,0,61,485
"24662882",62000,5,65,607
"24662863",52400,10,68,494
"24662869",61600,0,62,498
"24662868",94000,0,63,523
"24662873",67500,10,61,385
"24662874",65000,5,59,583
"24662884",74500,0,63,736
"24662872",76500,0,69,414
"24662871",67000,0,64,454
"24662870",78000,10,61,778
"24662867",75500,5,62,397
"24662866",95000,0,67,465
"24663421",118000,5,71,1183
"24663422",94000,35,66,2391
"24663420",89000,20,66,1723
"24662465",81000,0,60,941
"24662466",74500,10,60,1078
"24662984",153000,0,62,671
"24662467",121000,5,48,403
"24662468",102000,5,58,456
"24662469",113000,0,63,446
"24662471",66000,5,60,523
"24662983",123000,5,57,456
"24662470",131000,0,60,575
"24662472",75500,5,65,382
"24662475",75000,5,63,728
"24662474",73500,0,63,640
"24662501",81000,10,66,800
"24663253",36000,60,67,1511
"24662486",41200,15,70,712
"24662571",66500,10,66,517
"24662502",41200,25,69,1270
"24662484",44000,5,75,513
"24662506",84000,0,63,415
"24662479",64000,5,60,398
"24662567",78500,5,62,394
"24662507",76000,10,60,546
"24662491",42400,15,66,550
"24662490",66000,5,65,674
"24660572",48400,5,64,561
"24662489",58000,0,61,309
"24662485",29800,60,43,983
"24662476",55200,5,65,848
"24662483",50400,15,63,789
"24662569",77500,5,63,458
"24662503",37600,15,70,637
"24662504",74500,10,60,314
"24662478",34800,20,70,861
"24663271",,,17,638
"24662505",96000,5,64,405
"24662477",68000,5,66,559
"24662480",88000,0,56,317
"24662508",82000,5,67,692
"24662509",89000,5,59,495
"24662510",59600,10,62,543
"24662511",46400,10,61,538
"24662512",52800,10,62,715
"24662457",65000,0,63,478
"24662454",44800,30,62,921
"24663424",133000,5,72,874
"24663415",127000,0,68,786
"24660576",69000,5,73,529
"24660577",61600,0,67,421
"24663377",55600,10,68,528
"24662494",67500,0,64,400
"24663425",83000,5,68,1070
"24663418",81000,10,68,638
"24663417",82000,0,51,937
"24663416",88000,10,71,1581
"24663414",106000,40,67,5845
"24660578",55200,10,71,772
"24662495",82000,5,62,586
"24662497",70500,5,55,455
"24662496",89000,0,67,361
"24663376",54800,5,62,542
"24662493",60800,15,62,910
"24663378",77000,0,66,530
"24663375",59200,15,72,1387
"24662500",59600,0,60,495
"24662499",79000,10,55,385
"24662492",34000,5,76,293
"24663380",71500,5,61,543
"24662498",84000,0,60,413
"24662473",66000,5,63,453
"24663374",67500,15,62,850
"24660569",65500,10,63,454
"24662456",62400,5,66,842
"24662455",64500,5,66,455
"24662453",50000,25,54,1158
"24660582",62000,5,68,871
"24660571",42400,15,65,808
"24660567",59200,5,63,531
"24660570",35200,15,68,525
"24662552",65000,10,60,540
"24662554",59200,15,64,459
"24662556",46400,20,58,475
"24662553",82000,10,60,423
"24660568",66500,5,69,572
"24662551",71500,10,59,415
"24662568",77500,5,65,468
"24662557",50000,25,61,598
"24662555",56800,15,58,472
"24662564",88000,0,63,558
"24662558",56000,5,62,407
"24662561",51200,15,61,529
"24662559",38000,15,64,381
"24662560",36400,65,60,669
"24662563",54400,25,62,1147
"24662562",46000,15,67,434
"24662513",66500,10,61,578
"24662515",54000,5,70,595
"24662516",48800,0,71,741
"24663297",65500,10,56,673
"24662522",58000,5,62,540
"24662523",73000,0,62,495
"24662518",102000,10,49,399
"24662524",58400,0,70,347
"24662525",70500,5,63,583
"24662526",58400,40,59,518
"24662527",46400,5,75,469
"24662528",69000,5,30,1015
"24660581",60800,10,68,733
"24660556",57600,15,68,1098
"24660557",50000,0,70,652
"24660558",51600,10,68,709
"24660580",62000,5,66,293
"24660555",71000,0,70,635
"24660579",60000,5,66,519
"24663379",54000,10,65,666
"24660566",82000,10,63,612
"24663467",58800,30,72,2211
"24663468",62800,20,70,1102
"24663469",63200,15,64,839
"24660518",60800,20,64,994
"24663291",60000,20,68,571
"24661611",67500,5,70,453
"24660517",58400,15,63,1023
"24662546",56000,15,63,743
"24662547",50000,15,56,642
"24660516",43600,30,68,1247
"24660515",41200,20,35,675
"24662545",58800,20,62,749
"24662544",47600,25,64,656
"24660514",67000,5,69,448
"24662542",50000,25,66,879
"24662543",56400,5,63,272
"24662539",64500,5,64,447
"24662540",44400,5,70,815
"24662538",61600,5,63,449
"24662519",,,89,896
"24662537",82000,0,63,488
"24662541",93000,0,64,536
"24662536",97000,10,61,508
"24662521",68500,5,63,648
"24662520",92000,0,69,431
"24662535",67000,5,66,492
"24662548",106000,5,57,470
"24662565",69000,0,60,394
"24662566",61600,10,61,310
"24663356",54800,30,62,2554
"24660505",30200,15,81,509
"24662534",63200,0,68,492
"24660504",70000,0,66,548
"24662533",27000,15,86,394
"24660500",56400,10,73,1134
"24662531",69000,5,71,624
"24662532",60000,5,70,412
"24660503",62400,5,66,517
"24662530",62400,0,69,592
"24660502",46400,20,72,880
"24660501",61200,5,63,635
"24662529",38000,40,66,741
"24662581",63200,5,70,489
"24662582",64500,5,67,664
"24662580",69500,5,65,533
"24662572",48800,10,69,484
"24662573",64000,0,67,452
"24662578",52000,20,56,515
"24662579",60800,5,71,467
"24662574",56800,5,68,507
"24662575",59200,10,65,508
"24662577",54000,0,66,604
"24662576",57200,10,66,495
"24662654",71500,5,64,539
"24662656",54000,10,65,472
"24662657",43600,5,71,447
"24662653",45200,15,65,560
"24662655",51200,5,71,511
"24662658",,,16,578
"24662660",49600,10,63,513
"24662659",30200,15,60,730
"24662661",47600,5,71,533
"24662662",57200,5,69,591
"24662664",56000,10,63,722
"24662663",29800,55,55,461
"24660513",60000,15,67,868
"24660487",53600,10,65,578
"24660512",40000,15,69,1112
"24660486",69000,5,73,920
"24660511",44400,10,63,407
"24660510",36000,20,70,542
"24660509",62400,5,64,488
"24660508",52000,10,65,509
"24660507",47200,0,73,457
"24660488",54800,10,66,710
"24660506",62400,15,73,1006
"24660499",56000,15,70,516
"24660498",56400,5,69,709
"24662584",69000,5,75,926
"24662583",78500,0,65,533
"24662652",64000,10,62,595
"24662650",54400,10,66,448
"24662649",46400,10,47,537
"24662648",49600,10,66,468
"24662461",130000,0,54,369
"24662444",79000,20,58,885
"24662460",130000,0,62,506
"24663301",,,57,241
"24662445",53600,25,52,858
"24662463",63200,15,43,587
"24662448",49600,10,72,580
"24663296",59600,15,63,643
"24662447",64500,5,68,313
"24662459",108000,0,61,406
"24662449",69000,5,63,484
"24662450",65000,10,64,345
"24662458",,,63,239
"24662452",48400,20,62,788
"24661100",57600,10,72,770
"24663361",89000,20,52,557
"24663360",42400,25,71,1305
"24663359",38400,5,80,728
"24661256",70000,5,82,1275
"24661887",51600,10,83,571
"24661863",48800,15,85,599
"24661929",34800,40,56,639
"24661927",45600,10,79,845
"24580156",55600,10,53,704
"24661255",82000,10,61,634
"24661257",72500,15,74,818
"24663464",87000,15,77,1697
"24663463",65000,30,72,1302
"24661926",63200,5,89,599
"24663336",54800,10,88,897
"24663337",36800,10,85,488
"24661866",54000,10,83,592
"24661870",51200,10,85,836
"24661864",37600,10,55,366
"24661867",44400,30,83,553
"24661865",47600,10,88,528
"24661868",48400,5,87,501
